The copyright to the intellectual property of this file is held by www.climatedata.info
Title,"Temperature, CO2 and Milankovitch cycles - EPICA",,
Source,http://www.ncdc.noaa.gov/paleo/indexice.html,,
Source,http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/,,
BP,Temperature,CO2,Milankovich
-237800,-2.59,239.574,506.6
-237700,-2.74,240.271,505.42
-237600,-2.89,240.968,504.23
-237500,-2.13,241.665,503.04
-237400,-2.43,242.361,501.86
-237300,-2.39,243.1,500.67
-237200,-2.772,243.822,499.48
-237100,-3.07,244.59,498.3
-237000,-2.8,245.358,497.11
-236900,-2.41,246.125,495.92
-236800,-2.83,246.893,494.66
-236700,-2.11,247.4,493.4
-236600,-2.85,246.103,492.15
-236500,-2.61,245.136,490.89
-236400,-2.868,244.168,489.63
-236300,-3.13,243.2,488.37
-236200,-2.08,242.232,487.11
-236100,-2.73,241.4,485.85
-236000,-3.31,243.324,484.59
-235900,-3.6,245.012,483.33
-235800,-3.773,246.699,482.1
-235700,-3.95,248.387,480.86
-235600,-3.25,250.075,479.63
-235500,-3.51,252.1,478.39
-235400,-3.43,251.267,477.16
-235300,-3.425,250.227,475.92
-235200,-3.42,249.186,474.69
-235100,-3.88,248.145,473.45
-235000,-3.4,247.105,472.22
-234900,-4.61,246.064,470.98
-234800,-4.578,245.2,469.89
-234700,-4.53,245.088,468.8
-234600,-4.89,244.992,467.71
-234500,-4.868,244.896,466.62
-234400,-4.85,244.8,465.53
-234300,-4.92,244.704,464.44
-234200,-4.79,244.608,463.35
-234100,-4.734,244.512,462.26
-234000,-4.66,244.416,461.17
-233900,-4.94,244.32,460.09
-233800,-5.032,244.224,459.16
-233700,-5.1,244.128,458.24
-233600,-4.76,244.032,457.32
-233500,-5.81,243.936,456.4
-233400,-5.756,243.84,455.48
-233300,-5.65,243.744,454.56
-233200,-5.898,243.648,453.64
-233100,-6.03,243.552,452.72
-233000,-5.78,243.456,451.8
-232900,-5.971,243.36,450.88
-232800,-6.09,243.264,450.23
-232700,-6.07,243.168,449.58
-232600,-6.036,243.072,448.92
-232500,-6.01,242.976,448.27
-232400,-6.16,242.88,447.61
-232300,-5.798,242.784,446.96
-232200,-5.48,242.688,446.31
-232100,-5.97,242.592,445.65
-232000,-5.985,242.496,445
-231900,-6,242.4,444.35
-231800,-6.54,242.305,444.03
-231700,-6.591,242.209,443.72
-231600,-6.67,242.113,443.4
-231500,-6.795,242.017,443.09
-231400,-6.87,241.921,442.77
-231300,-7.1,241.825,442.46
-231200,-7.246,241.729,442.14
-231100,-7.46,241.6,441.83
-231000,-7.382,240.811,441.51
-230900,-7.32,239.615,441.2
-230800,-7.509,238.42,441.25
-230700,-7.59,237.224,441.29
-230600,-7.72,236.028,441.34
-230500,-7.708,234.833,441.39
-230400,-7.69,233.9,441.44
-230300,-6.979,233.717,441.49
-230200,-6.53,233.567,441.54
-230100,-6.51,233.417,441.58
-230000,-6.721,233.266,441.63
-229900,-6.92,233.116,441.68
-229800,-4.89,232.966,442.14
-229700,-5.675,232.816,442.6
-229600,-6.27,232.666,443.06
-229500,-5.87,232.516,443.52
-229400,-6.592,232.4,443.98
-229300,-7.23,231.81,444.44
-229200,-7.51,231.33,444.9
-229100,-7.686,230.851,445.36
-229000,-8.12,230.371,445.82
-228900,-8.132,229.891,446.28
-228800,-8.15,229.412,447.11
-228700,-8.241,228.932,447.93
-228600,-8.33,228.452,448.75
-228500,-8.238,227.973,449.58
-228400,-8.18,227.493,450.4
-228300,-8.274,227.013,451.22
-228200,-8.31,226.534,452.05
-228100,-7.83,226.054,452.87
-228000,-7.541,225.574,453.69
-227900,-7.21,225.095,454.52
-227800,-7.579,224.5,455.63
-227700,-7.77,225.373,456.74
-227600,-7.57,226.521,457.86
-227500,-7.472,227.669,458.97
-227400,-7.36,228.817,460.09
-227300,-6.43,229.965,461.2
-227200,-6.45,231.114,462.31
-227100,-6.48,232.262,463.43
-227000,-5.78,233.1,464.54
-226900,-5.997,233.663,465.65
-226800,-6.24,234.106,467.06
-226700,-6.53,234.5,468.46
-226600,-6.093,234.638,469.87
-226500,-5.75,234.763,471.27
-226400,-6.13,234.888,472.68
-226300,-4.55,235.013,474.08
-226200,-4.871,235.137,475.49
-226100,-5.19,235.262,476.89
-226000,-6.02,235.387,478.29
-225900,-6.241,235.5,479.7
-225800,-6.36,233.311,481.27
-225700,-6.64,231.303,482.85
-225600,-6.561,229.295,484.42
-225500,-6.52,227.287,486
-225400,-7.96,225.279,487.57
-225300,-7.862,223.271,489.14
-225200,-7.76,221.263,490.72
-225100,-7.46,219.254,492.29
-225000,-7.637,217.246,493.86
-224900,-8.01,215.7,495.44
-224800,-7.994,213.368,497.09
-224700,-7.98,211.472,498.73
-224600,-8.07,209.576,500.38
-224500,-8.212,207.68,502.03
-224400,-8.56,205.784,503.67
-224300,-8.349,203.3,505.32
-224200,-8.08,203.371,506.97
-224100,-8.416,203.474,508.61
-224000,-8.65,203.576,510.26
-223900,-8.57,203.679,511.91
-223800,-8.607,203.782,513.48
-223700,-8.69,203.885,515.05
-223600,-8.367,203.987,516.63
-223500,-7.99,204.09,518.2
-223400,-8.441,204.193,519.78
-223300,-8.7,204.295,521.35
-223200,-8.15,204.398,522.92
-223100,-8.379,204.501,524.5
-223000,-8.72,204.604,526.07
-222900,-8.349,204.706,527.64
-222800,-8.07,204.809,529.1
-222700,-8.16,204.912,530.55
-222600,-8.174,205.015,532
-222500,-8.2,205.117,533.46
-222400,-8.134,205.22,534.91
-222300,-8.08,205.323,536.36
-222200,-7.57,205.425,537.82
-222100,-7.335,205.528,539.27
-222000,-7.01,205.6,540.72
-221900,-7.38,205.922,542.17
-221800,-7.652,206.17,543.34
-221700,-8.16,206.418,544.5
-221600,-8.479,206.666,545.66
-221500,-8.77,206.914,546.82
-221400,-7.03,207.162,547.99
-221300,-7.228,207.41,549.15
-221200,-7.47,207.657,550.31
-221100,-6.96,207.905,551.47
-221000,-6.855,208.153,552.63
-220900,-6.74,208.401,553.8
-220800,-6.92,208.649,554.62
-220700,-6.693,208.8,555.44
-220600,-6.52,208.453,556.27
-220500,-6.89,208.203,557.09
-220400,-6.34,207.954,557.91
-220300,-6.34,207.704,558.74
-220200,-6.34,207.455,559.56
-220100,-5.69,207.1,560.38
-220000,-6.08,207.654,561.21
-219900,-6.039,208.61,562.03
-219800,-5.98,209.565,562.42
-219700,-6.11,210.52,562.81
-219600,-5.29,211.476,563.19
-219500,-5.178,212.431,563.58
-219400,-5.08,213.387,563.97
-219300,-5.51,214.342,564.35
-219200,-5.88,215.298,564.74
-219100,-4.96,216.1,565.13
-219000,-4.8,215.793,565.52
-218900,-4.99,215.528,565.9
-218800,-5.23,215.263,565.86
-218700,-5.16,214.998,565.81
-218600,-5.45,214.733,565.76
-218500,-5.25,214.468,565.71
-218400,-5.122,214.1,565.66
-218300,-5,214.902,565.61
-218200,-5.88,216.216,565.57
-218100,-5.39,217.53,565.52
-218000,-4.23,218.844,565.47
-217900,-4.66,220.158,565.42
-217800,-4.719,221.472,564.98
-217700,-4.77,222.786,564.55
-217600,-4.87,224.1,564.11
-217500,-3.5,225.414,563.68
-217400,-4,226.728,563.24
-217300,-4.45,228.043,562.81
-217200,-4,229.357,562.37
-217100,-4.11,230.671,561.93
-217000,-4.04,231.985,561.5
-216900,-3.72,233.299,561.06
-216800,-3.72,234.613,560.26
-216700,-2.95,235.927,559.46
-216600,-2.78,237.241,558.66
-216500,-2.89,238.555,557.87
-216400,-2.82,240.5,557.07
-216300,-3.19,240.757,556.27
-216200,-2.9,241.252,555.47
-216100,-2.5,241.747,554.67
-216000,-2.39,242.242,553.87
-215900,-2.22,242.737,553.07
-215800,-2.51,243.232,551.96
-215700,-2.01,243.726,550.84
-215600,-1.46,244.221,549.73
-215500,-1.7,244.716,548.62
-215400,-1.64,245.3,547.5
-215300,-1.77,246.109,546.39
-215200,-1.17,247.095,545.27
-215100,-1,248.082,544.16
-215000,-2.25,249.068,543.05
-214900,-1.39,250.054,541.93
-214800,-1.83,251.1,540.67
-214700,-1.92,251.268,539.41
-214600,-1.98,251.448,538.15
-214500,-2.09,251.7,536.9
-214400,-2.59,251.178,535.64
-214300,-1.86,250.294,534.38
-214200,-2.5,249.41,533.12
-214100,-2.67,248.526,531.86
-214000,-1.76,247.5,530.6
-213900,-1.41,246.581,529.34
-213800,-1.98,245.488,528.01
-213700,-3.02,244.394,526.68
-213600,-2.7,243.3,525.34
-213500,-1.93,242.6,524.01
-213400,-1.96,241.424,522.68
-213300,-2.38,240.3,521.35
-213200,-1.58,240.439,520.02
-213100,-1.89,240.638,518.69
-213000,-2.3,240.836,517.35
-212900,-2,241.035,516.02
-212800,-1.99,241.233,514.71
-212700,-2.27,241.4,513.41
-212600,-2.59,242.725,512.1
-212500,-2.62,243.867,510.79
-212400,-2.14,245.009,509.48
-212300,-2.75,246.152,508.18
-212200,-1.5,247.294,506.87
-212100,-2.01,248.436,505.56
-212000,-1.74,249.578,504.25
-211900,-2.03,251.2,502.95
-211800,-2.01,250.767,501.78
-211700,-2.48,250.021,500.62
-211600,-2.05,249.274,499.46
-211500,-2.06,248.528,498.3
-211400,-1.39,247.781,497.13
-211300,-1.07,247.035,495.97
-211200,-2.33,246.289,494.81
-211100,-1.11,245.542,493.65
-211000,-1.12,244.796,492.48
-210900,-2.01,244.049,491.32
-210800,-2.43,243.4,490.43
-210700,-1.8,245.801,489.53
-210600,-2.21,247.925,488.63
-210500,-1.27,250.05,487.74
-210400,-1.55,252.174,486.84
-210300,-1.39,254.298,485.95
-210200,-0.24,257.4,485.05
-210100,-1.84,254.532,484.15
-210000,-1.77,249.22,483.26
-209900,-1.35,243.909,482.36
-209800,-2.24,239.5,481.73
-209700,-1.46,241.749,481.1
-209600,-2.39,243.671,480.47
-209500,-1.4,245.593,479.84
-209400,-2.19,246.9,479.21
-209300,-2.53,248.441,478.59
-209200,-2.32,249.608,477.96
-209100,-1.67,250.775,477.33
-209000,-1.64,252,476.7
-208900,-2.38,249.625,476.07
-208800,-2.24,247.2,475.8
-208700,-1.69,246.581,475.53
-208600,-1.95,245.98,475.27
-208500,-2.74,245.379,475
-208400,-2.61,244.778,474.74
-208300,-2.62,243.9,474.47
-208200,-2.19,244.099,474.2
-208100,-2.35,244.6,473.94
-208000,-2.87,244.305,473.67
-207900,-2.29,243.843,473.4
-207800,-2.39,243.382,473.45
-207700,-2.46,242.92,473.5
-207600,-2.98,242.459,473.55
-207500,-2.76,242.2,473.6
-207400,-3.27,241.623,473.65
-207300,-3.08,241.222,473.69
-207200,-2.94,240.821,473.74
-207100,-2.89,240.5,473.79
-207000,-2.98,236.436,473.84
-206900,-3.77,233.048,473.89
-206800,-2.75,230,474.3
-206700,-3.23,231.189,474.71
-206600,-3.06,232.27,475.12
-206500,-2.22,233.351,475.53
-206400,-2.6,234.432,475.95
-206300,-3.01,235.514,476.36
-206200,-3.24,236.595,476.77
-206100,-3.29,237.2,477.18
-206000,-3.53,238.1,477.59
-205900,-3.41,237.51,478
-205800,-3.02,236.374,478.71
-205700,-3,235.238,479.41
-205600,-3.89,234.103,480.11
-205500,-2.67,232.967,480.81
-205400,-3.4,231.4,481.52
-205300,-3.4,231.127,482.22
-205200,-3.35,230.686,482.92
-205100,-3.43,230.246,483.62
-205000,-3.31,229.805,484.32
-204900,-3.97,229.4,485.03
-204800,-4.54,228.618,485.92
-204700,-3.93,227.894,486.82
-204600,-3.34,227.169,487.71
-204500,-4.02,226.3,488.61
-204400,-4.34,226.586,489.51
-204300,-4.09,226.944,490.4
-204200,-4.458,227.302,491.3
-204100,-4.78,227.659,492.19
-204000,-4.92,228.017,493.09
-203900,-4.21,228.375,493.99
-203800,-4.48,228.6,495.08
-203700,-4.82,229.549,496.17
-203600,-4.74,230.241,497.26
-203500,-4.11,230.933,498.34
-203400,-5.14,231.625,499.43
-203300,-4.22,232.2,500.52
-203200,-4.443,232.121,501.61
-203100,-4.71,232.053,502.7
-203000,-4.93,231.985,503.79
-202900,-4.67,231.9,504.88
-202800,-3.58,233.907,505.97
-202700,-4.14,236.618,507.06
-202600,-4.33,239.33,508.15
-202500,-3.69,242.041,509.24
-202400,-3.24,244.4,510.33
-202300,-3.69,244.689,511.42
-202200,-3.7,244.945,512.51
-202100,-3.88,245.201,513.6
-202000,-2.92,245.457,514.69
-201900,-3.22,245.713,515.78
-201800,-2.94,245.969,516.77
-201700,-2.94,246.225,517.77
-201600,-2.5,246.481,518.76
-201500,-1.78,246.737,519.75
-201400,-2.1,246.993,520.74
-201300,-2.51,247.249,521.74
-201200,-3.17,247.6,522.73
-201100,-1.42,247.17,523.72
-201000,-2.29,246.487,524.71
-200900,-2.26,245.804,525.71
-200800,-2.21,245.122,526.56
-200700,-1.73,244.439,527.4
-200600,-2.41,243.756,528.25
-200500,-2.47,243.074,529.1
-200400,-2.43,242.391,529.95
-200300,-2.63,241.708,530.79
-200200,-2.55,241.025,531.64
-200100,-2.29,240.343,532.49
-200000,-1.93,239.66,533.34
-199900,-1.73,239.1,534.18
-199800,-1.37,240.572,534.72
-199700,-2.68,241.819,535.25
-199600,-2.64,243.067,535.78
-199500,-2.17,244.314,536.31
-199400,-2.46,245.561,536.85
-199300,-2.04,246.809,537.38
-199200,-2.38,248.056,537.91
-199100,-2.25,249.303,538.44
-199000,-2.19,250.9,538.98
-198900,-2.86,250.686,539.51
-198800,-2.29,250.389,539.73
-198700,-1.81,250.092,539.95
-198600,-1.71,249.795,540.16
-198500,-2.74,249.497,540.38
-198400,-2.58,249.2,540.6
-198300,-3.61,248.903,540.82
-198200,-2.16,248.606,541.04
-198100,-2.67,248.309,541.25
-198000,-2.86,248.012,541.47
-197900,-2.92,247.714,541.69
-197800,-3.1,247.417,541.52
-197700,-2.76,247.12,541.35
-197600,-3,246.823,541.18
-197500,-3.57,246.526,541.01
-197400,-3.57,246.229,540.84
-197300,-3.43,245.931,540.67
-197200,-3.2,245.634,540.5
-197100,-3.68,245.337,540.33
-197000,-3.87,245.04,540.16
-196900,-3.96,244.743,539.99
-196800,-4.2,244.445,539.44
-196700,-4.59,244.148,538.88
-196600,-4.81,243.851,538.32
-196500,-4.39,243.554,537.77
-196400,-4.9,243.257,537.21
-196300,-4.56,242.96,536.65
-196200,-4.96,242.6,536.1
-196100,-3.8,242.381,535.54
-196000,-4.93,242.105,534.98
-195900,-4.91,241.828,534.43
-195800,-5.15,241.551,533.55
-195700,-4.47,241.2,532.68
-195600,-5.35,239.553,531.81
-195500,-5.05,237.297,530.94
-195400,-5.06,235.041,530.07
-195300,-5.35,232.785,529.19
-195200,-4.88,230.529,528.32
-195100,-5.108,228.273,527.45
-195000,-5.34,226.4,526.58
-194900,-6.57,225.913,525.71
-194800,-5.67,225.496,524.59
-194700,-5.98,225.079,523.48
-194600,-6.21,224.663,522.37
-194500,-6.205,224.246,521.25
-194400,-6.2,223.829,520.14
-194300,-6.79,223.413,519.02
-194200,-5.95,222.996,517.91
-194100,-7.26,222.579,516.8
-194000,-6.669,222.163,515.68
-193900,-6.22,221.746,514.57
-193800,-6.99,221.329,513.29
-193700,-6.81,220.913,512
-193600,-6.75,220.496,510.72
-193500,-6.665,220,509.44
-193400,-6.6,220.922,508.15
-193300,-7.47,222.06,506.87
-193200,-6.58,223.199,505.59
-193100,-5.43,224.337,504.3
-193000,-6.02,225.476,503.02
-192900,-6.1,226.5,501.73
-192800,-6.17,226.135,500.43
-192700,-6.64,225.802,499.12
-192600,-5.96,225.47,497.81
-192500,-6.51,225.138,496.5
-192400,-4.77,224.805,495.2
-192300,-4.67,224.473,493.89
-192200,-4.94,224.141,492.58
-192100,-4.75,223.808,491.27
-192000,-5.74,223.476,489.97
-191900,-5.48,223.144,488.66
-191800,-6.133,222.812,487.4
-191700,-6.93,222.479,486.14
-191600,-6.28,222.147,484.88
-191500,-6.91,221.815,483.62
-191400,-6.74,221.482,482.36
-191300,-7.015,221.15,481.1
-191200,-7.27,220.818,479.84
-191100,-7.18,220.486,478.59
-191000,-6.97,220.153,477.33
-190900,-7.656,219.821,476.07
-190800,-8.06,219.489,475
-190700,-7.08,219.156,473.94
-190600,-8.01,218.824,472.87
-190500,-7.99,218.492,471.81
-190400,-7.598,218,470.74
-190300,-7.02,218.094,469.67
-190200,-6.71,218.274,468.61
-190100,-6.31,218.454,467.54
-190000,-7.43,218.635,466.48
-189900,-7.037,218.815,465.41
-189800,-6.66,218.995,464.56
-189700,-6.51,219.175,463.72
-189600,-6.27,219.356,462.87
-189500,-6.73,219.536,462.02
-189400,-6.73,219.716,461.17
-189300,-6.11,219.896,460.33
-189200,-6.11,220.077,459.48
-189100,-6.11,220.3,458.63
-189000,-5.45,221.618,457.78
-188900,-6.62,223.353,456.94
-188800,-6.2,225.087,456.43
-188700,-6.12,226.821,455.92
-188600,-6.58,228.556,455.41
-188500,-5.57,230.29,454.9
-188400,-5.64,231.4,454.39
-188300,-5.69,231.392,453.89
-188200,-5.69,231.386,453.38
-188100,-4.03,231.381,452.87
-188000,-4.32,231.375,452.36
-187900,-3.89,231.369,451.85
-187800,-4.38,231.363,451.68
-187700,-5.02,231.358,451.51
-187600,-5.09,231.352,451.34
-187500,-5.83,231.346,451.17
-187400,-5.62,231.34,451
-187300,-5.54,231.335,450.83
-187200,-6.148,231.329,450.67
-187100,-6.63,231.323,450.5
-187000,-6.63,231.317,450.33
-186900,-6.75,231.312,450.16
-186800,-7.03,231.306,450.33
-186700,-6.47,231.3,450.5
-186600,-7.33,230.307,450.67
-186500,-7.527,229.283,450.83
-186400,-7.69,228.259,451
-186300,-7.65,227.235,451.17
-186200,-7.77,226.211,451.34
-186100,-7.84,225.188,451.51
-186000,-7.866,224.164,451.68
-185900,-7.89,223.14,451.85
-185800,-8.34,222.116,452.36
-185700,-8.22,221.092,452.87
-185600,-8.322,220.068,453.38
-185500,-8.41,219.044,453.89
-185400,-8.5,218.021,454.39
-185300,-7.51,216.997,454.9
-185200,-7.87,215.973,455.41
-185100,-8.054,214.949,455.92
-185000,-8.35,213.925,456.43
-184900,-8.66,212.901,456.94
-184800,-8.938,211.877,457.74
-184700,-9.15,210.7,458.54
-184600,-8.43,210.465,459.33
-184500,-8.82,210.188,460.13
-184400,-8.924,209.912,460.93
-184300,-9.04,209.635,461.73
-184200,-8.35,209.358,462.53
-184100,-8.55,209.082,463.33
-184000,-8.443,208.805,464.13
-183900,-8.31,208.529,464.93
-183800,-8.84,208.252,465.97
-183700,-9.068,207.975,467.01
-183600,-9.2,207.699,468.05
-183500,-9.26,207.422,469.09
-183400,-8.32,207.145,470.13
-183300,-8.865,206.869,471.18
-183200,-9.23,206.592,472.22
-183100,-8.77,206.316,473.26
-183000,-8.84,206.039,474.3
-182900,-8.78,205.762,475.34
-182800,-8.74,205.486,476.53
-182700,-8.84,205.209,477.71
-182600,-8.41,204.933,478.9
-182500,-8.51,204.656,480.09
-182400,-8.306,204.379,481.27
-182300,-8.02,204.103,482.46
-182200,-8.89,203.826,483.65
-182100,-9.24,203.549,484.83
-182000,-8.976,203.4,486.02
-181900,-8.55,203.127,487.21
-181800,-9.06,202.94,488.49
-181700,-9.08,202.753,489.77
-181600,-8.742,202.566,491.06
-181500,-8.32,202.379,492.34
-181400,-8.79,202.192,493.62
-181300,-9,202.005,494.91
-181200,-8.644,201.818,496.19
-181100,-8.29,201.63,497.47
-181000,-8.49,201.443,498.76
-180900,-8.1,201.256,500.04
-180800,-8.654,201.069,501.27
-180700,-9.02,200.882,502.51
-180600,-8.68,200.695,503.74
-180500,-8.6,200.508,504.98
-180400,-8.26,200.321,506.21
-180300,-7.866,200.134,507.45
-180200,-7.47,199.947,508.68
-180100,-8.39,199.7,509.92
-180000,-8.95,199.586,511.15
-179900,-7.13,199.417,512.39
-179800,-7.721,199.249,513.55
-179700,-8.2,199.081,514.71
-179600,-8.58,198.913,515.88
-179500,-8.83,198.744,517.04
-179400,-8.16,198.576,518.2
-179300,-8.4,198.408,519.36
-179200,-8.68,198.24,520.53
-179100,-8.03,198.1,521.69
-179000,-7.46,200.545,522.85
-178900,-7.05,202.634,524.01
-178800,-6.92,204.724,524.98
-178700,-7,206.813,525.95
-178600,-5.93,208.903,526.92
-178500,-6.69,210.993,527.89
-178400,-6.613,213.082,528.86
-178300,-6.54,215.172,529.82
-178200,-6.32,217.7,530.79
-178100,-5.85,217.358,531.76
-178000,-5.99,216.926,532.73
-177900,-5.71,216.493,533.7
-177800,-5.84,216.06,534.45
-177700,-6.75,215.627,535.2
-177600,-7.93,215.195,535.95
-177500,-6.61,214.762,536.7
-177400,-6.76,214.329,537.45
-177300,-6.84,213.897,538.2
-177200,-6.33,213.464,538.95
-177100,-5.61,213.2,539.7
-177000,-6.79,212.783,540.45
-176900,-6.94,212.483,541.21
-176800,-8.11,212.183,541.69
-176700,-8.28,211.883,542.17
-176600,-8.28,211.583,542.66
-176500,-8.28,211.283,543.14
-176400,-8.87,210.983,543.63
-176300,-8.68,210.683,544.11
-176200,-8.53,210.383,544.6
-176100,-8.559,210.082,545.08
-176000,-8.6,209.782,545.56
-175900,-9.23,209.482,546.05
-175800,-8.87,209.182,546.27
-175700,-8.88,208.882,546.48
-175600,-8.89,208.582,546.7
-175500,-8.15,208.282,546.92
-175400,-7.95,207.982,547.14
-175300,-7.62,207.7,547.36
-175200,-7.46,206.724,547.57
-175100,-7.951,205.804,547.79
-175000,-8.41,204.883,548.01
-174900,-7.87,203.963,548.23
-174800,-7.37,203.042,548.16
-174700,-7.98,202.122,548.08
-174600,-7.56,201.201,548.01
-174500,-8.38,200.281,547.94
-174400,-8.092,199.36,547.86
-174300,-7.81,198.44,547.79
-174200,-8.12,197.519,547.72
-174100,-7.99,196.599,547.65
-174000,-8.07,195.678,547.57
-173900,-8.32,194.758,547.5
-173800,-8.504,193.837,547.23
-173700,-8.7,192.917,546.97
-173600,-8.18,191.996,546.7
-173500,-8.17,191.076,546.44
-173400,-7.61,190.1,546.17
-173300,-8.14,189.846,545.9
-173200,-7.745,189.576,545.64
-173100,-7.4,189.4,545.37
-173000,-8.46,189.573,545.1
-172900,-7.64,189.702,544.84
-172800,-7.46,189.83,544.35
-172700,-6.71,189.959,543.87
-172600,-7.45,190.087,543.38
-172500,-6.76,190.215,542.9
-172400,-7.1,190.3,542.42
-172300,-6.1,191.005,541.93
-172200,-6.68,191.532,541.45
-172100,-5.84,192.058,540.96
-172000,-5.92,192.584,540.48
-171900,-6.64,193.111,539.99
-171800,-6.03,193.637,539.39
-171700,-6.55,194.163,538.78
-171600,-6.97,194.69,538.18
-171500,-7.186,195.216,537.57
-171400,-7.4,196,536.97
-171300,-8.28,196.047,536.36
-171200,-8.13,196.138,535.76
-171100,-8.56,196.23,535.15
-171000,-8.44,196.321,534.55
-170900,-8.294,196.412,533.94
-170800,-8.18,196.504,533.24
-170700,-8.12,196.595,532.54
-170600,-8.27,196.687,531.83
-170500,-8.12,196.778,531.13
-170400,-8.31,196.87,530.43
-170300,-8.13,196.961,529.73
-170200,-7.91,197.053,529.03
-170100,-7.774,197.144,528.32
-170000,-7.65,197.235,527.62
-169900,-8.03,197.327,526.92
-169800,-6.59,197.418,526.14
-169700,-6.64,197.51,525.37
-169600,-7.54,197.601,524.59
-169500,-7.63,197.7,523.82
-169400,-7.53,197.704,523.04
-169300,-6.79,197.708,522.27
-169200,-6.49,197.713,521.49
-169100,-6.58,197.717,520.72
-169000,-6.46,197.721,519.94
-168900,-7.89,197.726,519.17
-168800,-8.14,197.73,518.47
-168700,-6.68,197.734,517.77
-168600,-6.46,197.739,517.06
-168500,-7.09,197.743,516.36
-168400,-6.76,197.747,515.66
-168300,-5.83,197.752,514.96
-168200,-6.06,197.756,514.25
-168100,-6.79,197.76,513.55
-168000,-6.32,197.765,512.85
-167900,-7.16,197.769,512.15
-167800,-7.41,197.773,511.45
-167700,-7.648,197.778,510.74
-167600,-7.95,197.782,510.04
-167500,-6.98,197.786,509.34
-167400,-7.34,197.791,508.64
-167300,-7.56,197.795,507.93
-167200,-7.54,197.8,507.23
-167100,-7.61,197.764,506.53
-167000,-7.38,197.72,505.83
-166900,-8.88,197.676,505.12
-166800,-8.34,197.633,504.52
-166700,-8.46,197.589,503.91
-166600,-8.6,197.545,503.31
-166500,-7.63,197.501,502.7
-166400,-8.15,197.458,502.1
-166300,-8.54,197.414,501.49
-166200,-9.08,197.37,500.89
-166100,-8,197.326,500.28
-166000,-8.086,197.283,499.68
-165900,-8.19,197.239,499.07
-165800,-8.39,197.195,498.56
-165700,-8.73,197.152,498.05
-165600,-8.19,197.108,497.55
-165500,-7.77,197.064,497.04
-165400,-8.257,197.02,496.53
-165300,-8.64,196.977,496.02
-165200,-8.92,196.933,495.51
-165100,-9.19,196.889,495
-165000,-8.25,196.845,494.49
-164900,-8.54,196.802,493.99
-164800,-8.65,196.758,493.57
-164700,-8.75,196.714,493.16
-164600,-8.62,196.67,492.75
-164500,-8.38,196.627,492.34
-164400,-9.12,196.6,491.93
-164300,-9.341,194.199,491.52
-164200,-9.49,192.472,491.1
-164100,-8.93,190.744,490.69
-164000,-9.28,189.017,490.28
-163900,-8.4,187.289,489.87
-163800,-7.12,185.562,489.58
-163700,-7.4,183.8,489.29
-163600,-8.52,184.222,489
-163500,-8.55,184.652,488.71
-163400,-8.58,185.082,488.42
-163300,-7.12,185.513,488.13
-163200,-7.45,185.943,487.84
-163100,-6.92,186.373,487.54
-163000,-6.88,186.7,487.25
-162900,-6.97,187.23,486.96
-162800,-6.83,187.657,486.79
-162700,-7.82,188.084,486.62
-162600,-7.32,188.511,486.46
-162500,-6.17,188.938,486.29
-162400,-6.91,189.365,486.12
-162300,-6.21,189.793,485.95
-162200,-6.47,190.1,485.78
-162100,-6.39,190.45,485.61
-162000,-6.62,190.723,485.44
-161900,-6.73,190.996,485.27
-161800,-7.54,191.269,485.2
-161700,-6.93,191.6,485.12
-161600,-7.24,191.823,485.05
-161500,-8.13,192.105,484.98
-161400,-8.87,192.388,484.91
-161300,-9.04,192.67,484.83
-161200,-8.485,192.952,484.76
-161100,-8,193.234,484.69
-161000,-8.23,193.517,484.61
-160900,-8.1,193.799,484.54
-160800,-8.02,194.081,484.59
-160700,-8.17,194.363,484.64
-160600,-7.57,194.646,484.69
-160500,-7.57,194.928,484.74
-160400,-7.7,195.21,484.78
-160300,-7.39,195.492,484.83
-160200,-7.47,195.775,484.88
-160100,-7.46,196.057,484.93
-160000,-7.709,196.339,484.98
-159900,-7.96,196.5,485.03
-159800,-7.58,199.428,485.15
-159700,-7.38,201.475,485.27
-159600,-7.3,204.3,485.39
-159500,-6.93,204.022,485.51
-159400,-6.99,203.574,485.63
-159300,-6.86,203.126,485.75
-159200,-5.74,202.678,485.87
-159100,-6.52,202.23,486
-159000,-6.06,201.782,486.12
-158900,-7.29,201.334,486.24
-158800,-7.57,200.885,486.46
-158700,-7.92,200.437,486.67
-158600,-8.018,199.989,486.89
-158500,-8.11,199.541,487.11
-158400,-9.07,199.093,487.33
-158300,-9.73,198.645,487.54
-158200,-9.02,198.197,487.76
-158100,-8.95,197.749,487.98
-158000,-9.04,197.3,488.2
-157900,-8.48,196.852,488.42
-157800,-8.82,196.404,488.68
-157700,-8.41,195.956,488.95
-157600,-8.27,195.508,489.22
-157500,-8.734,195.06,489.48
-157400,-9.16,194.612,489.75
-157300,-9.52,194.164,490.01
-157200,-8.64,193.715,490.28
-157100,-8.77,193.267,490.55
-157000,-8.94,192.819,490.81
-156900,-8.709,192.371,491.08
-156800,-8.53,191.923,491.4
-156700,-9.61,191.475,491.71
-156600,-8.96,191.027,492.02
-156500,-8.78,190.579,492.34
-156400,-9.58,190.131,492.65
-156300,-9.772,189.682,492.97
-156200,-10.03,189.234,493.28
